SrNo,Juz,JuzNameArabic,JuzNameEnglish,SurahNo,SurahNameArabic,SurahNameEnglish,SurahMeaning,WebLink,Classification,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
1022,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/68,Makki,68,"""I but fulfil towards you the duties of my Lord's mission: I am to you a sincere and trustworthy adviser.",أُبَلِّغُكُمْ رِسَالَاتِ رَبِّي وَأَنَا لَكُمْ نَاصِحٌ أَمِينٌ,أبلغكم رسالات ربي وأنا لكم ناصح أمين,7,30
1023,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/69,Makki,69,"""Do ye wonder that there hath come to you a message from your Lord through a man of your own people, to warn you? call in remembrance that He made you inheritors after the people of Noah, and gave you a stature tall among the nations. Call in remembrance the benefits (ye have received) from Allah: that so ye may prosper.""",أَوَعَجِبْتُمْ أَنْ جَاءَكُمْ ذِكْرٌ مِنْ رَبِّكُمْ عَلَىٰ رَجُلٍ مِنْكُمْ لِيُنْذِرَكُمْ ۚ وَاذْكُرُوا إِذْ جَعَلَكُمْ خُلَفَاءَ مِنْ بَعْدِ قَوْمِ نُوحٍ وَزَادَكُمْ فِي الْخَلْقِ بَسْطَةً ۖ فَاذْكُرُوا آلَاءَ اللَّهِ لَعَلَّكُمْ تُفْلِحُونَ,أوعجبتم أن جاءكم ذكر من ربكم على رجلٍ منكم لينذركم ۚ واذكروا إذ جعلكم خلفاء من بعد قوم نوحٍ وزادكم في الخلق بسطةً ۖ فاذكروا آلاء الله لعلكم تفلحون,29,118
1024,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/70,Makki,70,"They said: ""Comest thou to us, that we may worship Allah alone, and give up the cult of our fathers? bring us what thou threatenest us with, if so be that thou tellest the truth!""",قَالُوا أَجِئْتَنَا لِنَعْبُدَ اللَّهَ وَحْدَهُ وَنَذَرَ مَا كَانَ يَعْبُدُ آبَاؤُنَا ۖ فَأْتِنَا بِمَا تَعِدُنَا إِنْ كُنْتَ مِنَ الصَّادِقِينَ,قالوا أجئتنا لنعبد الله وحده ونذر ما كان يعبد آباؤنا ۖ فأتنا بما تعدنا إن كنت من الصادقين,18,72
1025,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/71,Makki,71,"He said: ""Punishment and wrath have already come upon you from your Lord: dispute ye with me over names which ye have devised - ye and your fathers,- without authority from Allah? then wait: I am amongst you, also waiting.""",قَالَ قَدْ وَقَعَ عَلَيْكُمْ مِنْ رَبِّكُمْ رِجْسٌ وَغَضَبٌ ۖ أَتُجَادِلُونَنِي فِي أَسْمَاءٍ سَمَّيْتُمُوهَا أَنْتُمْ وَآبَاؤُكُمْ مَا نَزَّلَ اللَّهُ بِهَا مِنْ سُلْطَانٍ ۚ فَانْتَظِرُوا إِنِّي مَعَكُمْ مِنَ الْمُنْتَظِرِينَ,قال قد وقع عليكم من ربكم رجس وغضب ۖ أتجادلونني في أسماءٍ سميتموها أنتم وآباؤكم ما نزل الله بها من سلطانٍ ۚ فانتظروا إني معكم من المنتظرين,27,111
1026,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/72,Makki,72,"We saved him and those who adhered to him. By Our mercy, and We cut off the roots of those who rejected Our signs and did not believe.",فَأَنْجَيْنَاهُ وَالَّذِينَ مَعَهُ بِرَحْمَةٍ مِنَّا وَقَطَعْنَا دَابِرَ الَّذِينَ كَذَّبُوا بِآيَاتِنَا ۖ وَمَا كَانُوا مُؤْمِنِينَ,فأنجيناه والذين معه برحمةٍ منا وقطعنا دابر الذين كذبوا بآياتنا ۖ وما كانوا مؤمنين,14,68
1027,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/73,Makki,73,"To the Thamud people (We sent) Salih, one of their own brethren: He said: ""O my people! worship Allah: ye have no other god but Him. Now hath come unto you a clear (Sign) from your Lord! This she-camel of Allah is a Sign unto you: So leave her to graze in Allah's earth, and let her come to no harm, or ye shall be seized with a grievous punishment.",وَإِلَىٰ ثَمُودَ أَخَاهُمْ صَالِحًا ۗ قَالَ يَا قَوْمِ اعْبُدُوا اللَّهَ مَا لَكُمْ مِنْ إِلَٰهٍ غَيْرُهُ ۖ قَدْ جَاءَتْكُمْ بَيِّنَةٌ مِنْ رَبِّكُمْ ۖ هَٰذِهِ نَاقَةُ اللَّهِ لَكُمْ آيَةً ۖ فَذَرُوهَا تَأْكُلْ فِي أَرْضِ اللَّهِ ۖ وَلَا تَمَسُّوهَا بِسُوءٍ فَيَأْخُذَكُمْ عَذَابٌ أَلِيمٌ,وإلى ثمود أخاهم صالحًا ۗ قال يا قوم اعبدوا الله ما لكم من إلهٍ غيره ۖ قد جاءتكم بينة من ربكم ۖ هذه ناقة الله لكم آيةً ۖ فذروها تأكل في أرض الله ۖ ولا تمسوها بسوءٍ فيأخذكم عذاب أليم,40,141
1028,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/74,Makki,74,"""And remember how He made you inheritors after the 'Ad people and gave you habitations in the land: ye build for yourselves palaces and castles in (open) plains, and carve out homes in the mountains; so bring to remembrance the benefits (ye have received) from Allah, and refrain from evil and mischief on the earth.""",وَاذْكُرُوا إِذْ جَعَلَكُمْ خُلَفَاءَ مِنْ بَعْدِ عَادٍ وَبَوَّأَكُمْ فِي الْأَرْضِ تَتَّخِذُونَ مِنْ سُهُولِهَا قُصُورًا وَتَنْحِتُونَ الْجِبَالَ بُيُوتًا ۖ فَاذْكُرُوا آلَاءَ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,واذكروا إذ جعلكم خلفاء من بعد عادٍ وبوأكم في الأرض تتخذون من سهولها قصورًا وتنحتون الجبال بيوتًا ۖ فاذكروا آلاء الله ولا تعثوا في الأرض مفسدين,26,117
1029,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/75,Makki,75,"The leaders of the arrogant party among his people said to those who were reckoned powerless - those among them who believed: ""know ye indeed that Salih is a messenger from his Lord?"" They said: ""We do indeed believe in the revelation which hath been sent through him.""",قَالَ الْمَلَأُ الَّذِينَ اسْتَكْبَرُوا مِنْ قَوْمِهِ لِلَّذِينَ اسْتُضْعِفُوا لِمَنْ آمَنَ مِنْهُمْ أَتَعْلَمُونَ أَنَّ صَالِحًا مُرْسَلٌ مِنْ رَبِّهِ ۚ قَالُوا إِنَّا بِمَا أُرْسِلَ بِهِ مُؤْمِنُونَ,قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحًا مرسل من ربه ۚ قالوا إنا بما أرسل به مؤمنون,24,98
1030,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/76,Makki,76,"The Arrogant party said: ""For our part, we reject what ye believe in.""",قَالَ الَّذِينَ اسْتَكْبَرُوا إِنَّا بِالَّذِي آمَنْتُمْ بِهِ كَافِرُونَ,قال الذين استكبروا إنا بالذي آمنتم به كافرون,8,37
1031,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/77,Makki,77,"Then they ham-strung the she-camel, and insolently defied the order of their Lord, saying: ""O Salih! bring about thy threats, if thou art a messenger (of Allah)!""",فَعَقَرُوا النَّاقَةَ وَعَتَوْا عَنْ أَمْرِ رَبِّهِمْ وَقَالُوا يَا صَالِحُ ائْتِنَا بِمَا تَعِدُنَا إِنْ كُنْتَ مِنَ الْمُرْسَلِينَ,فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين,16,66
1032,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/78,Makki,78,"So the earthquake took them unawares, and they lay prostrate in their homes in the morning!",فَأَخَذَتْهُمُ الرَّجْفَةُ فَأَصْبَحُوا فِي دَارِهِمْ جَاثِمِينَ,فأخذتهم الرجفة فأصبحوا في دارهم جاثمين,6,33
1033,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/79,Makki,79,"So Salih left them, saying: ""O my people! I did indeed convey to you the message for which I was sent by my Lord: I gave you good counsel, but ye love not good counsellors!""",فَتَوَلَّىٰ عَنْهُمْ وَقَالَ يَا قَوْمِ لَقَدْ أَبْلَغْتُكُمْ رِسَالَةَ رَبِّي وَنَصَحْتُ لَكُمْ وَلَٰكِنْ لَا تُحِبُّونَ النَّاصِحِينَ,فتولى عنهم وقال يا قوم لقد أبلغتكم رسالة ربي ونصحت لكم ولكن لا تحبون الناصحين,15,63
1034,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/80,Makki,80,"We also (sent) Lut: He said to his people: ""Do ye commit lewdness such as no people in creation (ever) committed before you?",وَلُوطًا إِذْ قَالَ لِقَوْمِهِ أَتَأْتُونَ الْفَاحِشَةَ مَا سَبَقَكُمْ بِهَا مِنْ أَحَدٍ مِنَ الْعَالَمِينَ,ولوطًا إذ قال لقومه أتأتون الفاحشة ما سبقكم بها من أحدٍ من العالمين,13,55
1035,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/81,Makki,81,"""For ye practise your lusts on men in preference to women: ye are indeed a people transgressing beyond bounds.""",إِنَّكُمْ لَتَأْتُونَ الرِّجَالَ شَهْوَةً مِنْ دُونِ النِّسَاءِ ۚ بَلْ أَنْتُمْ قَوْمٌ مُسْرِفُونَ,إنكم لتأتون الرجال شهوةً من دون النساء ۚ بل أنتم قوم مسرفون,12,48
1036,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/82,Makki,82,"And his people gave no answer but this: they said, ""Drive them out of your city: these are indeed men who want to be clean and pure!""",وَمَا كَانَ جَوَابَ قَوْمِهِ إِلَّا أَنْ قَالُوا أَخْرِجُوهُمْ مِنْ قَرْيَتِكُمْ ۖ إِنَّهُمْ أُنَاسٌ يَتَطَهَّرُونَ,وما كان جواب قومه إلا أن قالوا أخرجوهم من قريتكم ۖ إنهم أناس يتطهرون,14,55
1037,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/83,Makki,83,"But we saved him and his family, except his wife: she was of those who legged behind.",فَأَنْجَيْنَاهُ وَأَهْلَهُ إِلَّا امْرَأَتَهُ كَانَتْ مِنَ الْغَابِرِينَ,فأنجيناه وأهله إلا امرأته كانت من الغابرين,7,36
1038,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/84,Makki,84,And we rained down on them a shower (of brimstone): Then see what was the end of those who indulged in sin and crime!,وَأَمْطَرْنَا عَلَيْهِمْ مَطَرًا ۖ فَانْظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُجْرِمِينَ,وأمطرنا عليهم مطرًا ۖ فانظر كيف كان عاقبة المجرمين,9,42
1039,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/85,Makki,85,"To the Madyan people We sent Shu'aib, one of their own brethren: he said: ""O my people! worship Allah; Ye have no other god but Him. Now hath come unto you a clear (Sign) from your Lord! Give just measure and weight, nor withhold from the people the things that are their due; and do no mischief on the earth after it has been set in order: that will be best for you, if ye have Faith.",وَإِلَىٰ مَدْيَنَ أَخَاهُمْ شُعَيْبًا ۗ قَالَ يَا قَوْمِ اعْبُدُوا اللَّهَ مَا لَكُمْ مِنْ إِلَٰهٍ غَيْرُهُ ۖ قَدْ جَاءَتْكُمْ بَيِّنَةٌ مِنْ رَبِّكُمْ ۖ فَأَوْفُوا الْكَيْلَ وَالْمِيزَانَ وَلَا تَبْخَسُوا النَّاسَ أَشْيَاءَهُمْ وَلَا تُفْسِدُوا فِي الْأَرْضِ بَعْدَ إِصْلَاحِهَا ۚ ذَٰلِكُمْ خَيْرٌ لَكُمْ إِنْ كُنْتُمْ مُؤْمِنِينَ,وإلى مدين أخاهم شعيبًا ۗ قال يا قوم اعبدوا الله ما لكم من إلهٍ غيره ۖ قد جاءتكم بينة من ربكم ۖ فأوفوا الكيل والميزان ولا تبخسوا الناس أشياءهم ولا تفسدوا في الأرض بعد إصلاحها ۚ ذلكم خير لكم إن كنتم مؤمنين,42,162
1040,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/86,Makki,86,"""And squat not on every road, breathing threats, hindering from the path of Allah those who believe in Him, and seeking in it something crooked; But remember how ye were little, and He gave you increase. And hold in your mind's eye what was the end of those who did mischief.",وَلَا تَقْعُدُوا بِكُلِّ صِرَاطٍ تُوعِدُونَ وَتَصُدُّونَ عَنْ سَبِيلِ اللَّهِ مَنْ آمَنَ بِهِ وَتَبْغُونَهَا عِوَجًا ۚ وَاذْكُرُوا إِذْ كُنْتُمْ قَلِيلًا فَكَثَّرَكُمْ ۖ وَانْظُرُوا كَيْفَ كَانَ عَاقِبَةُ الْمُفْسِدِينَ,ولا تقعدوا بكل صراطٍ توعدون وتصدون عن سبيل الله من آمن به وتبغونها عوجًا ۚ واذكروا إذ كنتم قليلًا فكثركم ۖ وانظروا كيف كان عاقبة المفسدين,26,112
